CarID,start_time,end_time,duration,lat,lon,cluster_id,location
2,2014-01-15 18:36:12,2014-01-15 19:58:01,4909.0,36.076681,24.857606,1,Guy's Gyros
2,2014-01-16 08:46:10,2014-01-16 11:59:01,11571.0,36.048064,24.879571,2,Brew've Been Served
2,2014-01-16 13:55:26,2014-01-16 17:20:01,12275.0,36.048049,24.879572,2,Brew've Been Served
2,2014-01-17 12:26:05,2014-01-17 13:41:01,4496.0,36.05195,24.87083,9,Ouzeri Elian
2,2014-01-18 20:21:13,2014-01-19 18:16:01,78888.0,36.085502,24.860406,8,Shoppers' Delight
2,2014-01-19 18:18:12,2014-01-19 20:25:01,7609.0,36.076702,24.857585,1,Guy's Gyros
3,2014-01-07 13:57:41,2014-01-07 17:44:01,13580.0,36.04805,24.879572,2,Brew've Been Served
3,2014-01-07 17:55:11,2014-01-08 07:03:01,47270.0,36.086664,24.857633,33,Desafio Golf Course
3,2014-01-08 14:01:26,2014-01-08 17:37:01,12935.0,36.048049,24.879569,2,Brew've Been Served
3,2014-01-08 20:56:01,2014-01-09 07:42:01,38760.0,36.086691,24.857638,33,Desafio Golf Course
3,2014-01-09 08:01:32,2014-01-09 12:16:01,15269.0,36.048031,24.87957,2,Brew've Been Served
3,2014-01-09 12:25:27,2014-01-09 13:47:01,4894.0,36.076641,24.857634,1,Guy's Gyros
3,2014-01-09 13:56:26,2014-01-09 17:43:01,13595.0,36.048051,24.879574,2,Brew've Been Served
3,2014-01-10 06:21:01,2014-01-10 07:40:01,4740.0,36.086666,24.857564,33,Desafio Golf Course
3,2014-01-10 07:43:48,2014-01-10 08:04:01,1213.0,36.081758,24.850928,18,Abila Airport
3,2014-01-10 13:55:41,2014-01-10 17:44:01,13700.0,36.04805,24.879571,2,Brew've Been Served
3,2014-01-11 18:11:01,2014-01-11 20:04:01,6780.0,36.0767,24.857597,1,Guy's Gyros
3,2014-01-11 20:07:01,2014-01-12 18:35:01,80880.0,36.086637,24.857633,33,Desafio Golf Course
3,2014-01-14 07:42:48,2014-01-14 08:03:01,1213.0,36.081803,24.850909,18,Abila Airport
3,2014-01-14 12:06:26,2014-01-14 13:31:01,5075.0,36.065835,24.852412,4,Hippokampos
3,2014-01-14 13:39:25,2014-01-14 17:29:01,13776.0,36.048045,24.879572,2,Brew've Been Served
3,2014-01-14 21:09:01,2014-01-15 07:21:01,36720.0,36.086667,24.85762,33,Desafio Golf Course
3,2014-01-15 20:20:01,2014-01-16 07:24:01,39840.0,36.086672,24.857662,33,Desafio Golf Course
3,2014-01-16 12:21:25,2014-01-16 13:52:01,5436.0,36.065834,24.8524,4,Hippokampos
3,2014-01-16 14:00:25,2014-01-16 17:29:01,12516.0,36.048051,24.879571,2,Brew've Been Served
3,2014-01-16 18:39:28,2014-01-16 20:18:01,5913.0,36.076649,24.857582,1,Guy's Gyros
3,2014-01-17 13:43:15,2014-01-17 17:57:01,15226.0,36.048027,24.879573,2,Brew've Been Served
3,2014-01-17 19:48:28,2014-01-17 21:59:01,7833.0,36.076661,24.857616,1,Guy's Gyros
3,2014-01-17 22:41:01,2014-01-18 18:00:01,69540.0,36.086678,24.857585,33,Desafio Golf Course
3,2014-01-18 18:07:01,2014-01-18 18:40:01,1980.0,36.072162,24.841339,15,Jack's Magical Beans
3,2014-01-18 18:43:09,2014-01-18 19:44:01,3652.0,36.065861,24.852383,4,Hippokampos
3,2014-01-18 19:49:01,2014-01-19 18:21:01,81120.0,36.086664,24.857576,33,Desafio Golf Course
3,2014-01-19 18:23:28,2014-01-19 19:47:01,5013.0,36.07668,24.857618,1,Guy's Gyros
4,2014-01-06 06:53:01,2014-01-06 07:15:01,1320.0,36.073336,24.864177,14,Chostus Hotel
4,2014-01-06 07:28:18,2014-01-06 12:34:01,18343.0,36.048027,24.879575,2,Brew've Been Served
4,2014-01-06 13:00:01,2014-01-06 13:29:01,1740.0,36.063428,24.850978,4,Hippokampos
4,2014-01-06 18:27:21,2014-01-06 19:54:01,5200.0,36.078191,24.8721,7,Daily Dealz
4,2014-01-06 20:56:01,2014-01-07 06:42:01,35160.0,36.078199,24.872101,7,Daily Dealz
4,2014-01-07 06:56:01,2014-01-07 07:07:01,660.0,36.073337,24.864179,14,Chostus Hotel
4,2014-01-07 07:20:18,2014-01-07 12:09:01,17323.0,36.048051,24.879568,2,Brew've Been Served
4,2014-01-07 12:17:17,2014-01-07 13:39:01,4904.0,36.063415,24.851002,4,Hippokampos
4,2014-01-07 19:33:13,2014-01-07 21:25:01,6708.0,36.076658,24.857608,1,Guy's Gyros
4,2014-01-08 07:19:18,2014-01-08 12:32:01,18763.0,36.048048,24.879569,2,Brew've Been Served
4,2014-01-08 12:34:05,2014-01-08 13:34:01,3596.0,36.051968,24.870826,9,Ouzeri Elian
4,2014-01-08 18:17:01,2014-01-08 19:14:01,3420.0,36.078212,24.872099,7,Daily Dealz
4,2014-01-08 19:18:01,2014-01-08 21:02:01,6240.0,36.076682,24.857622,1,Guy's Gyros
4,2014-01-08 21:05:12,2014-01-09 06:56:01,35449.0,36.078201,24.872105,7,Daily Dealz
4,2014-01-09 06:59:01,2014-01-09 07:15:01,960.0,36.073321,24.864185,14,Chostus Hotel
4,2014-01-09 07:29:01,2014-01-09 12:28:01,17940.0,36.04806,24.879571,2,Brew've Been Served
4,2014-01-09 21:46:24,2014-01-10 06:46:01,32377.0,36.078203,24.872128,7,Daily Dealz
4,2014-01-10 07:01:01,2014-01-10 07:31:01,1800.0,36.073333,24.864179,14,Chostus Hotel
4,2014-01-10 07:44:18,2014-01-10 12:24:01,16783.0,36.048051,24.879573,2,Brew've Been Served
4,2014-01-10 13:37:22,2014-01-10 18:02:01,15879.0,36.04805,24.879569,2,Brew've Been Served
4,2014-01-10 18:13:01,2014-01-10 19:41:01,5280.0,36.07821,24.87211,7,Daily Dealz
4,2014-01-10 19:48:01,2014-01-10 20:11:01,1380.0,36.076632,24.857611,1,Guy's Gyros
4,2014-01-11 19:31:01,2014-01-12 13:01:01,63000.0,36.078208,24.872107,7,Daily Dealz
4,2014-01-12 16:11:01,2014-01-12 18:40:01,8940.0,36.078209,24.872104,7,Daily Dealz
4,2014-01-12 20:49:12,2014-01-13 06:32:01,34969.0,36.078195,24.87212,7,Daily Dealz
4,2014-01-13 06:46:01,2014-01-13 07:12:01,1560.0,36.073333,24.864188,14,Chostus Hotel
4,2014-01-13 07:25:18,2014-01-13 12:20:01,17683.0,36.048049,24.879572,2,Brew've Been Served
4,2014-01-13 20:39:35,2014-01-14 07:00:01,37226.0,36.078206,24.872135,7,Daily Dealz
4,2014-01-14 07:07:01,2014-01-14 07:17:02,601.0,36.073294,24.864184,14,Chostus Hotel
4,2014-01-14 07:30:18,2014-01-14 12:09:01,16723.0,36.048049,24.879572,2,Brew've Been Served
4,2014-01-14 13:35:27,2014-01-14 17:59:01,15814.0,36.048056,24.879572,2,Brew've Been Served
4,2014-01-15 07:23:18,2014-01-15 12:11:01,17263.0,36.048048,24.87957,2,Brew've Been Served
4,2014-01-15 20:23:12,2014-01-16 06:30:01,36409.0,36.078198,24.872099,7,Daily Dealz
4,2014-01-16 06:57:01,2014-01-16 07:12:01,900.0,36.073316,24.864188,14,Chostus Hotel
4,2014-01-16 07:25:18,2014-01-16 12:18:01,17563.0,36.04803,24.87957,2,Brew've Been Served
4,2014-01-16 13:28:08,2014-01-16 18:21:01,17573.0,36.048053,24.879573,2,Brew've Been Served
4,2014-01-16 21:19:01,2014-01-17 07:18:01,35940.0,36.078193,24.872113,7,Daily Dealz
4,2014-01-17 07:22:13,2014-01-17 07:31:01,528.0,36.073313,24.864183,14,Chostus Hotel
4,2014-01-17 07:44:18,2014-01-17 12:19:01,16483.0,36.04805,24.87957,2,Brew've Been Served
4,2014-01-17 12:22:42,2014-01-17 13:22:01,3559.0,36.055748,24.90254,22,Abila Zacharo
4,2014-01-17 13:25:42,2014-01-17 18:04:01,16699.0,36.048057,24.879568,2,Brew've Been Served
4,2014-01-17 20:58:12,2014-01-18 12:40:01,56509.0,36.078195,24.872106,7,Daily Dealz
4,2014-01-18 19:57:01,2014-01-19 12:31:01,59640.0,36.078202,24.872116,7,Daily Dealz
5,2014-01-06 12:03:23,2014-01-06 13:48:01,6278.0,36.054491,24.899917,6,Katerina's Cafe
5,2014-01-06 13:51:22,2014-01-06 17:22:01,12639.0,36.04805,24.879569,2,Brew've Been Served
5,2014-01-07 17:21:29,2014-01-08 07:38:02,51393.0,36.067337,24.877888,11,U-Pump
5,2014-01-08 07:39:34,2014-01-08 08:14:01,2067.0,36.067543,24.873349,11,U-Pump
5,2014-01-08 13:36:22,2014-01-08 17:34:01,14259.0,36.04805,24.87957,2,Brew've Been Served
5,2014-01-08 17:38:29,2014-01-08 19:25:01,6392.0,36.067312,24.877954,11,U-Pump
5,2014-01-08 21:43:01,2014-01-09 07:12:01,34140.0,36.067334,24.87791,11,U-Pump
5,2014-01-09 07:53:30,2014-01-09 12:02:01,14911.0,36.048054,24.879571,2,Brew've Been Served
5,2014-01-09 13:34:15,2014-01-09 17:16:01,13306.0,36.048049,24.879571,2,Brew've Been Served
5,2014-01-10 17:16:29,2014-01-10 18:30:01,4412.0,36.067305,24.877905,11,U-Pump
5,2014-01-10 18:34:09,2014-01-10 18:54:01,1192.0,36.051949,24.870821,9,Ouzeri Elian
5,2014-01-10 23:30:01,2014-01-11 18:13:01,67380.0,36.067314,24.877928,11,U-Pump
5,2014-01-13 08:13:30,2014-01-13 12:11:01,14251.0,36.048054,24.87957,2,Brew've Been Served
5,2014-01-13 13:40:22,2014-01-13 17:28:01,13659.0,36.048048,24.87957,2,Brew've Been Served
5,2014-01-14 12:06:05,2014-01-14 13:45:01,5936.0,36.051929,24.870833,9,Ouzeri Elian
5,2014-01-15 06:59:01,2014-01-15 07:45:01,2760.0,36.067525,24.873353,11,U-Pump
5,2014-01-15 13:37:26,2014-01-15 17:12:01,12875.0,36.048052,24.87957,2,Brew've Been Served
5,2014-01-15 20:34:09,2014-01-16 07:44:01,40192.0,36.067319,24.877906,11,U-Pump
5,2014-01-16 13:37:27,2014-01-16 17:22:01,13474.0,36.048057,24.87957,2,Brew've Been Served
5,2014-01-16 18:46:08,2014-01-16 20:26:01,5993.0,36.051942,24.870827,9,Ouzeri Elian
5,2014-01-17 07:42:34,2014-01-17 07:54:01,687.0,36.067532,24.873364,11,U-Pump
5,2014-01-17 18:49:01,2014-01-17 19:44:01,3300.0,36.051954,24.870831,9,Ouzeri Elian
6,2014-01-06 07:56:32,2014-01-06 12:01:01,14669.0,36.048053,24.879569,2,Brew've Been Served
6,2014-01-06 13:31:15,2014-01-06 17:30:01,14326.0,36.048048,24.87957,2,Brew've Been Served
6,2014-01-06 20:16:02,2014-01-07 07:17:01,39659.0,36.059472,24.894812,21,Coffee Shack
6,2014-01-07 08:02:32,2014-01-07 11:55:01,13949.0,36.048051,24.879571,2,Brew've Been Served
6,2014-01-07 12:03:01,2014-01-07 13:37:01,5640.0,36.059728,24.858026,12,Gelatogalore
6,2014-01-07 13:43:15,2014-01-07 17:45:01,14506.0,36.048051,24.87957,2,Brew've Been Served
6,2014-01-07 20:15:02,2014-01-08 07:24:01,40139.0,36.059458,24.894789,21,Coffee Shack
6,2014-01-08 07:26:42,2014-01-08 07:57:01,1819.0,36.054661,24.889793,17,Coffee Cameleon
6,2014-01-08 08:02:32,2014-01-08 12:10:01,14849.0,36.04803,24.879569,2,Brew've Been Served
6,2014-01-08 13:37:26,2014-01-08 17:52:01,15275.0,36.048049,24.879568,2,Brew've Been Served
6,2014-01-09 07:49:32,2014-01-09 11:55:01,14729.0,36.04805,24.879569,2,Brew've Been Served
6,2014-01-09 13:12:22,2014-01-09 17:28:01,15339.0,36.048048,24.879571,2,Brew've Been Served
6,2014-01-10 07:49:33,2014-01-10 12:11:01,15688.0,36.048058,24.879571,2,Brew've Been Served
6,2014-01-10 13:31:41,2014-01-10 14:40:01,4100.0,36.048048,24.879569,2,Brew've Been Served
6,2014-01-10 16:22:02,2014-01-10 17:41:01,4739.0,36.048038,24.879572,2,Brew've Been Served
6,2014-01-10 22:31:01,2014-01-11 12:32:01,50460.0,36.0595,24.894799,21,Coffee Shack
6,2014-01-12 18:18:01,2014-01-12 19:26:01,4080.0,36.05451,24.899947,6,Katerina's Cafe
6,2014-01-13 07:53:42,2014-01-13 08:03:01,559.0,36.054659,24.889806,17,Coffee Cameleon
6,2014-01-13 08:08:32,2014-01-13 11:46:01,13049.0,36.048048,24.879572,2,Brew've Been Served
6,2014-01-13 13:43:26,2014-01-13 17:50:01,14795.0,36.048029,24.879571,2,Brew've Been Served
6,2014-01-13 19:17:01,2014-01-13 20:49:01,5520.0,36.054496,24.899936,6,Katerina's Cafe
6,2014-01-14 08:01:32,2014-01-14 12:12:01,15029.0,36.048049,24.879571,2,Brew've Been Served
6,2014-01-14 13:29:26,2014-01-14 17:54:01,15875.0,36.048046,24.87957,2,Brew've Been Served
6,2014-01-14 17:59:01,2014-01-15 07:30:01,48660.0,36.059448,24.894805,21,Coffee Shack
6,2014-01-15 21:10:01,2014-01-16 07:08:01,35880.0,36.059462,24.894802,21,Coffee Shack
6,2014-01-16 07:58:32,2014-01-16 11:53:01,14069.0,36.048055,24.87957,2,Brew've Been Served
6,2014-01-16 13:48:26,2014-01-16 17:34:01,13535.0,36.048046,24.879568,2,Brew've Been Served
6,2014-01-16 21:02:02,2014-01-17 07:31:01,37739.0,36.059448,24.894809,21,Coffee Shack
6,2014-01-17 07:58:32,2014-01-17 17:42:01,35009.0,36.048049,24.879569,2,Brew've Been Served
6,2014-01-17 19:38:02,2014-01-17 20:23:01,2699.0,36.054489,24.89994,6,Katerina's Cafe
6,2014-01-17 20:25:02,2014-01-18 12:20:01,57299.0,36.059459,24.894825,21,Coffee Shack
6,2014-01-18 12:35:01,2014-01-18 13:27:01,3120.0,36.063446,24.850987,4,Hippokampos
7,2014-01-06 08:00:18,2014-01-06 11:46:01,13543.0,36.048028,24.879568,2,Brew've Been Served
7,2014-01-07 07:59:18,2014-01-07 12:09:01,14983.0,36.04805,24.879569,2,Brew've Been Served
7,2014-01-07 13:21:41,2014-01-07 17:41:01,15560.0,36.048053,24.87957,2,Brew've Been Served
7,2014-01-08 07:23:48,2014-01-08 07:53:01,1753.0,36.073336,24.864188,14,Chostus Hotel
7,2014-01-08 08:06:18,2014-01-08 11:10:01,11023.0,36.04805,24.87957,2,Brew've Been Served
7,2014-01-08 13:16:01,2014-01-08 17:22:01,14760.0,36.048047,24.879573,2,Brew've Been Served
7,2014-01-08 19:41:01,2014-01-09 07:44:01,43380.0,36.084447,24.864214,27,Unknown
7,2014-01-09 08:11:18,2014-01-09 11:51:01,13183.0,36.048049,24.87957,2,Brew've Been Served
7,2014-01-09 13:34:15,2014-01-09 17:47:01,15166.0,36.048047,24.879573,2,Brew've Been Served
7,2014-01-09 20:16:01,2014-01-10 07:15:01,39540.0,36.084433,24.864209,27,Unknown
7,2014-01-10 07:53:19,2014-01-10 11:00:01,11202.0,36.048058,24.879574,2,Brew've Been Served
7,2014-01-10 11:10:01,2014-01-10 13:13:01,7380.0,36.07065,24.895212,32,Brewed Awakenings
7,2014-01-10 13:20:07,2014-01-10 17:28:01,14874.0,36.048049,24.879571,2,Brew've Been Served
7,2014-01-10 23:00:01,2014-01-11 12:31:01,48660.0,36.084442,24.864163,27,Unknown
7,2014-01-11 18:25:51,2014-01-11 19:45:01,4750.0,36.054476,24.899883,6,Katerina's Cafe
7,2014-01-11 19:56:51,2014-01-12 12:31:01,59650.0,36.084442,24.864217,27,Unknown
7,2014-01-12 20:46:01,2014-01-13 07:26:01,38400.0,36.08445,24.8642,27,Unknown
7,2014-01-13 08:06:18,2014-01-13 11:57:01,13843.0,36.048051,24.87957,2,Brew've Been Served
7,2014-01-13 12:00:42,2014-01-13 13:35:01,5659.0,36.055764,24.902486,22,Abila Zacharo
7,2014-01-13 13:38:41,2014-01-13 17:17:01,13100.0,36.048029,24.879567,2,Brew've Been Served
7,2014-01-13 17:26:41,2014-01-14 07:21:01,50060.0,36.084434,24.864222,27,Unknown
7,2014-01-14 08:03:19,2014-01-14 11:13:01,11382.0,36.04806,24.879569,2,Brew've Been Served
7,2014-01-14 13:27:07,2014-01-14 17:32:01,14694.0,36.048057,24.879567,2,Brew've Been Served
7,2014-01-14 19:43:01,2014-01-14 21:42:01,7140.0,36.076663,24.857652,1,Guy's Gyros
7,2014-01-14 21:44:41,2014-01-15 07:10:01,33920.0,36.08445,24.864226,27,Unknown
7,2014-01-15 07:53:18,2014-01-15 12:16:01,15763.0,36.048053,24.87957,2,Brew've Been Served
7,2014-01-15 13:53:26,2014-01-15 17:35:01,13295.0,36.048049,24.879571,2,Brew've Been Served
7,2014-01-15 17:44:41,2014-01-15 18:51:01,3980.0,36.084419,24.864213,27,Unknown
7,2014-01-15 19:03:02,2014-01-15 19:53:01,2999.0,36.055005,24.901806,22,Abila Zacharo
7,2014-01-16 07:26:49,2014-01-16 07:44:01,1032.0,36.073328,24.864194,14,Chostus Hotel
7,2014-01-16 07:57:18,2014-01-16 12:11:01,15223.0,36.048051,24.879573,2,Brew've Been Served
7,2014-01-16 13:40:27,2014-01-16 17:45:01,14674.0,36.04806,24.87957,2,Brew've Been Served
7,2014-01-16 17:54:41,2014-01-17 07:08:01,47600.0,36.084455,24.864202,27,Unknown
7,2014-01-17 07:11:48,2014-01-17 07:55:01,2593.0,36.073338,24.86419,14,Chostus Hotel
7,2014-01-17 08:08:18,2014-01-17 11:20:01,11503.0,36.048048,24.879569,2,Brew've Been Served
7,2014-01-17 11:34:57,2014-01-17 14:00:01,8704.0,36.070667,24.895223,32,Brewed Awakenings
7,2014-01-17 14:07:07,2014-01-17 17:32:01,12294.0,36.048058,24.879576,2,Brew've Been Served
8,2014-01-06 07:37:14,2014-01-06 07:59:01,1307.0,36.063649,24.885935,23,Hallowed Grounds
8,2014-01-06 08:06:08,2014-01-06 12:18:01,15113.0,36.048051,24.879573,2,Brew've Been Served
8,2014-01-06 13:56:15,2014-01-06 17:33:01,13006.0,36.048047,24.879571,2,Brew've Been Served
8,2014-01-07 07:46:08,2014-01-07 12:29:01,16973.0,36.048048,24.879574,2,Brew've Been Served
8,2014-01-07 13:40:22,2014-01-07 17:17:01,12999.0,36.048048,24.879569,2,Brew've Been Served
8,2014-01-08 08:09:08,2014-01-08 12:11:01,14513.0,36.048047,24.879569,2,Brew've Been Served
8,2014-01-08 13:50:15,2014-01-08 17:39:01,13726.0,36.048049,24.879568,2,Brew've Been Served
8,2014-01-08 20:46:55,2014-01-09 07:43:01,39366.0,36.067262,24.88592,0,Kronos Mart
8,2014-01-09 08:02:08,2014-01-09 12:06:01,14633.0,36.048048,24.879571,2,Brew've Been Served
8,2014-01-09 13:38:41,2014-01-09 17:31:01,13940.0,36.048049,24.879573,2,Brew've Been Served
8,2014-01-09 19:04:01,2014-01-09 20:30:01,5160.0,36.055776,24.902569,22,Abila Zacharo
8,2014-01-10 07:21:01,2014-01-10 08:01:01,2400.0,36.063639,24.885897,23,Hallowed Grounds
8,2014-01-10 08:08:08,2014-01-10 12:28:01,15593.0,36.048047,24.879572,2,Brew've Been Served
8,2014-01-10 23:53:00,2014-01-11 18:53:01,68401.0,36.067264,24.885902,0,Kronos Mart
8,2014-01-11 19:12:01,2014-01-11 19:54:01,2520.0,36.054438,24.899928,6,Katerina's Cafe
8,2014-01-12 18:47:40,2014-01-12 19:20:01,1941.0,36.054503,24.899886,6,Katerina's Cafe
8,2014-01-13 07:17:14,2014-01-13 07:37:01,1187.0,36.063654,24.88592,23,Hallowed Grounds
8,2014-01-13 07:44:08,2014-01-13 12:25:01,16853.0,36.048047,24.879569,2,Brew've Been Served
8,2014-01-13 13:52:22,2014-01-13 17:22:01,12579.0,36.048051,24.879571,2,Brew've Been Served
8,2014-01-13 21:05:40,2014-01-14 07:15:01,36561.0,36.067224,24.885885,0,Kronos Mart
8,2014-01-14 07:16:14,2014-01-14 07:36:01,1187.0,36.063646,24.885901,23,Hallowed Grounds
8,2014-01-14 07:43:08,2014-01-14 12:05:01,15713.0,36.048048,24.879574,2,Brew've Been Served
8,2014-01-14 14:00:27,2014-01-14 17:39:01,13114.0,36.048056,24.879571,2,Brew've Been Served
8,2014-01-15 07:49:08,2014-01-15 12:23:01,16433.0,36.048047,24.879572,2,Brew've Been Served
8,2014-01-16 07:28:14,2014-01-16 07:45:01,1007.0,36.063666,24.885909,23,Hallowed Grounds
